question_id,question,comment,date_created,source
29,"My mil sleeps a lot. She has mets to brain and stomach. Her stomach is swelling now. She seems good but sometimes is confused. Her doc wanted to do iron infusions before we knew she had cancer, which was four weeks ago. Her daughter still wants them done, thinking it will make her stay awake more. Anyone have any thoughts or advise?","Do not give her Iron without talking to the Dr. or hospice nurse. As someone who has been anemic and worked in Pharmacy my whole life Iron supplements are not without side effects and can be extremely constipating and if she is already having stomach or digestion issues it could cause more problems including nausea and pain. If they do feel it would be helpful, they will most likely want it to be intravenous so it bypasses her stomach, since she is already having stomach issues. If the family disagree on medical issues, use the hospice nurse to explain things so there will be less disagreements and or resentment. It can be very difficult as our loved ones reach the final stages ...prayers for your mil and the whole family.",2019-10-02 0:00:00,Facebook
30,Husband tried to do chemo this morning but platelet counts were to low needless to say that brought his spirits down low too. I am trying to stay positive for him but it's getting so hard to stay positive. Of course I don't show my sadness in front of him but what else can be done? Any input of how we can get his blood levels back up? He's on bactrim so he's not allowed to eat anything with much potassium . Appreciate any input.,They have blood booster shots they should of gave him unless it wasn’t low enough. We also took b12 and iron vitamins to keep it up and there are foods you can eat to help.,2018-10-26 0:00:00,Facebook
30,Husband tried to do chemo this morning but platelet counts were to low needless to say that brought his spirits down low too. I am trying to stay positive for him but it's getting so hard to stay positive. Of course I don't show my sadness in front of him but what else can be done? Any input of how we can get his blood levels back up? He's on bactrim so he's not allowed to eat anything with much potassium . Appreciate any input.,I had a blood transfusion to bring mine up. Worked well.,2018-10-26 0:00:00,Facebook
30,Husband tried to do chemo this morning but platelet counts were to low needless to say that brought his spirits down low too. I am trying to stay positive for him but it's getting so hard to stay positive. Of course I don't show my sadness in front of him but what else can be done? Any input of how we can get his blood levels back up? He's on bactrim so he's not allowed to eat anything with much potassium . Appreciate any input.,You should ask the doctor about giving him blood. They do it of platelet are too low.,2018-10-26 0:00:00,Facebook
30,Husband tried to do chemo this morning but platelet counts were to low needless to say that brought his spirits down low too. I am trying to stay positive for him but it's getting so hard to stay positive. Of course I don't show my sadness in front of him but what else can be done? Any input of how we can get his blood levels back up? He's on bactrim so he's not allowed to eat anything with much potassium . Appreciate any input.,My husband had 11 blood transfusions while on chemo for 6 mons. He was denied chemo many time due to anemia and low wbc and rbc. And low potassium and low magnesium. Chemo is tough.,2018-10-26 0:00:00,Facebook
30,Husband tried to do chemo this morning but platelet counts were to low needless to say that brought his spirits down low too. I am trying to stay positive for him but it's getting so hard to stay positive. Of course I don't show my sadness in front of him but what else can be done? Any input of how we can get his blood levels back up? He's on bactrim so he's not allowed to eat anything with much potassium . Appreciate any input.,B12 and pomegranate Juice got my blood count levels up xx,2018-10-26 0:00:00,Facebook
30,Husband tried to do chemo this morning but platelet counts were to low needless to say that brought his spirits down low too. I am trying to stay positive for him but it's getting so hard to stay positive. Of course I don't show my sadness in front of him but what else can be done? Any input of how we can get his blood levels back up? He's on bactrim so he's not allowed to eat anything with much potassium . Appreciate any input.,My husband had to miss a treatment bc his counts were too low. We did protein shakes & ate foods high in protein. He was able to have chemo the next week.,2018-10-26 0:00:00,Facebook
31,"After one completes chemo, how long before the immune system and red blood cells are back up and risk of infection is lowered?",I don't know about red blood cells but my onc told me I should be careful not to be around sick people and avoid cuts and such as far as infections because one week after my chemo was when I was at my white blood count lowest. I didn't really start getting back to normal as far as wound and muscle type healing until about 3 months after my first chemo.,2019-02-07 0:00:00,Facebook
31,"After one completes chemo, how long before the immune system and red blood cells are back up and risk of infection is lowered?",I took about 6-8 weeks after my chemo n radiation but I always try n keep a box of broad spectrum anti biotics just in case coz ya never know if ya gunna get crook ... I find I get sick just from the air con in shopping centres etc ... N ya can never tell when someone else is sick either just coz they look healthy doesn't mean they are .. I've always got my kids mates over as well n not being rude but having them sit in another room can help also just to be sure .. hope this helps..,2019-02-07 0:00:00,Facebook
31,"After one completes chemo, how long before the immune system and red blood cells are back up and risk of infection is lowered?",I've been on chemo almost continuously with a short 22 week immuno period for 26 months now. I got Nuelasta for WBCs with 3 of my 4 different chemo treatments and haven't needed any transfusions (touch wood). Thanks for your info below too. (Y) My immuno was to increase my T-cells and boy did it change the way my injuries healed for some time after too.,2019-02-07 0:00:00,Facebook
31,"After one completes chemo, how long before the immune system and red blood cells are back up and risk of infection is lowered?","I did chemo for 4 years. I lost count of blood transfusions. It's taken about 3 years, but its slowly increasing.",2019-02-07 0:00:00,Facebook
31,"After one completes chemo, how long before the immune system and red blood cells are back up and risk of infection is lowered?",BTW- the red cells are what carry your oxygen. If they are low you feel tired. They can be transfused. White cells are what you need to fight infection. They can give you shots to stimulate your bone marrow to make more. And platelets are the clotting factor. If they're low you bruise and bleed easy. They can be transfused also.,2019-02-07 0:00:00,Facebook
32,Guys my mom got her first chemo treatment on August 2nd since then she has had severe diarrhea no energy no appetite. She was taken back to the hospital the day before last. They did blood work and said all of her cell counts are low Angie he basically has no immune system. She was supposed to get blood work tomorrow and see her oncologist and then get her second chemo treatment on the Wednesday by the looks of things that is not happening. Is it possible that you will get well enough for another treatment? I feel like somebody is tearing my heart right out of my chest,No more treatments until her cell counts are up.they may put her on steroids for awhile.,2019-08-12 0:00:00,Facebook
33,"So... Dad was scheduled to have a port placed this morning. (He is 83, diagnosed 11-29-17 NSCLC. He's on his 3rd week of chemo) Im at work, his gf just texted me... Stating ""they couldn't put port in count was too low . Should be 4 instead his at a 1. & chemo is cancelled for tomorrow"" She's not responding to my texts... So GD frustrating! I gave a call into his oncologist...waiting. I'm assuming it's his white blood cell count? What the hell does that mean exactly?","Chemo makes your white blood cell count get low, like you said he needs to eat better. Mine has been going down lately also",2018-02-14 0:00:00,Facebook
33,"So... Dad was scheduled to have a port placed this morning. (He is 83, diagnosed 11-29-17 NSCLC. He's on his 3rd week of chemo) Im at work, his gf just texted me... Stating ""they couldn't put port in count was too low . Should be 4 instead his at a 1. & chemo is cancelled for tomorrow"" She's not responding to my texts... So GD frustrating! I gave a call into his oncologist...waiting. I'm assuming it's his white blood cell count? What the hell does that mean exactly?","It is an effect of chemo, even on a good diet if the strength of the chemo is strong enough it will lower your counts so don’t beat yourself up if it goes down. A good diet will get it to go back up faster but it’s not your fault if it goes down",2018-02-14 0:00:00,Facebook
33,"So... Dad was scheduled to have a port placed this morning. (He is 83, diagnosed 11-29-17 NSCLC. He's on his 3rd week of chemo) Im at work, his gf just texted me... Stating ""they couldn't put port in count was too low . Should be 4 instead his at a 1. & chemo is cancelled for tomorrow"" She's not responding to my texts... So GD frustrating! I gave a call into his oncologist...waiting. I'm assuming it's his white blood cell count? What the hell does that mean exactly?",I had to wait to get my port postponed due to my platelets being low. when it's like that u can get really sick. sometimes the doctor may give u some blood if need be,2018-02-14 0:00:00,Facebook
34,"My husband got a call from the chemo nurse today and he couldn't remember everything, I wish I had gotten to talk to her, but anyway his white blood cells count was low and he has to get a shot everyday starting tomorrow. I will be talking to the nurse tomorrow but was wondering if anyone else has had to do a shot everyday for this.",Yep. For 3 days. Zarzio is what I got Helps your white blood cells. Takes Cartlidge off your bones and turns them into white blood cells. Very painful of the bones the following days. They say take Motrin didn’t help me had to give me hydrocodone.,2019-01-21 0:00:00,Facebook
35,"Hi all ... looking for some answers if possible ... my husband was diagnosed in April with stage IV NSCLC with mets to bone. Doc prescribed 4 rounds of chemo (every 3 weeks) + 10 rounds of radiation. On Tuesday last week he got his second chemo infusion of Alimta/Carboplatin + Keytruda for immunology. The following day he went in for a shot of Neulasta to help boost his white blood cell count. On Friday he began feeling horrible bone pain which we suspect is from the Neulasta shot doing its job. We were hoping it would have subsided by now, but today he still feels weak and has bone pain. Does anyone have any experience with these meds & their side effects? He's supposed to go for radiation this afternoon but feels he can't make it. Thanks in advance, and blessings to all.",My sister took claritin to help from the bone ache,2018-06-04 0:00:00,Facebook
35,"Hi all ... looking for some answers if possible ... my husband was diagnosed in April with stage IV NSCLC with mets to bone. Doc prescribed 4 rounds of chemo (every 3 weeks) + 10 rounds of radiation. On Tuesday last week he got his second chemo infusion of Alimta/Carboplatin + Keytruda for immunology. The following day he went in for a shot of Neulasta to help boost his white blood cell count. On Friday he began feeling horrible bone pain which we suspect is from the Neulasta shot doing its job. We were hoping it would have subsided by now, but today he still feels weak and has bone pain. Does anyone have any experience with these meds & their side effects? He's supposed to go for radiation this afternoon but feels he can't make it. Thanks in advance, and blessings to all.",Yes we do. My husband had the same issues with Newlasta. They told us to take a claritin for 2 days before and after the shot. It helped some but my husband still had lots and lots of pain. He also had a breathing issue with that too and always had to go back on oxygen for a few days. It seems like the pain lasts forever sometimes. Yes that is normal.,2018-06-04 0:00:00,Facebook
36,Hi thank you for letting me join I'm after some advice my husband had a chest xray last Wednesday and the doctor phoned on Friday to book him in for a blood test which he had today the nurse said it's to do with anti bodies is this normal when diagnosing lung cancer thanks in advance for any help x,Possibly checking white blood cell count,2019-06-05 0:00:00,Facebook
36,Hi thank you for letting me join I'm after some advice my husband had a chest xray last Wednesday and the doctor phoned on Friday to book him in for a blood test which he had today the nurse said it's to do with anti bodies is this normal when diagnosing lung cancer thanks in advance for any help x,Yes. They will take blood between chemo appts or just before treatment.,2019-06-05 0:00:00,Facebook
36,Hi thank you for letting me join I'm after some advice my husband had a chest xray last Wednesday and the doctor phoned on Friday to book him in for a blood test which he had today the nurse said it's to do with anti bodies is this normal when diagnosing lung cancer thanks in advance for any help x,"My husband's doctor checks his blood at each visit, even if he is in treatment for multiple days in a week",2019-06-05 0:00:00,Facebook
37,"Very concerned. Doctor says labs to bad for chemo, what does that mean? Only 1 treatment three weeks ago started.",White blood cell count may be too low.,2019-07-01 0:00:00,Facebook
37,"Very concerned. Doctor says labs to bad for chemo, what does that mean? Only 1 treatment three weeks ago started.",Are they giving neulasta? To boost the WBC?,2019-07-01 0:00:00,Facebook
37,"Very concerned. Doctor says labs to bad for chemo, what does that mean? Only 1 treatment three weeks ago started.",My mom had 3 out of 6. Her counts would plummet and caused her to be too weak. So they are trying immunotherapy.,2019-07-01 0:00:00,Facebook
37,"Very concerned. Doctor says labs to bad for chemo, what does that mean? Only 1 treatment three weeks ago started.","it means take a break before you go into neutropenic fever. It can kill you. I got it back in November, it was horrible. Everything tanked, my platelets were so low they were almost non existent. My wbc and rbc blood count was the lowest my doctor had ever seen. My bone marrow was so damaged it's still not working properly. My magnesium level was so low that they had me on a heart monitor thinking I was going to have a massive heart atttack at any moment. \listen to your doctor. before its to late.",2019-07-01 0:00:00,Facebook
37,"Very concerned. Doctor says labs to bad for chemo, what does that mean? Only 1 treatment three weeks ago started.",Every doctor is different but it means that your numbers that they go by on your blood work was to low. It is taking your body a little longer to jump back so they can attack it again.,2019-07-01 0:00:00,Facebook
37,"Very concerned. Doctor says labs to bad for chemo, what does that mean? Only 1 treatment three weeks ago started.",Your white blood count is off. Good luck and saying prayers you’re healed soon.,2019-07-01 0:00:00,Facebook
38,My dad today went for 6th chemo cycle but his blood report was not good . His haemoglobin was low 11.2 Is it common when you're on chemo ? How to avoid this for the next cycle?,They gave my husband two pints of blood.,2019-08-13 0:00:00,Facebook
38,My dad today went for 6th chemo cycle but his blood report was not good . His haemoglobin was low 11.2 Is it common when you're on chemo ? How to avoid this for the next cycle?,I eat red meat to bring my red blood counts up...,2019-08-13 0:00:00,Facebook
38,My dad today went for 6th chemo cycle but his blood report was not good . His haemoglobin was low 11.2 Is it common when you're on chemo ? How to avoid this for the next cycle?,My husband had been receiving transfusions and procrit shots.,2019-08-13 0:00:00,Facebook
38,My dad today went for 6th chemo cycle but his blood report was not good . His haemoglobin was low 11.2 Is it common when you're on chemo ? How to avoid this for the next cycle?,The chemo kills good and bad cells. Our red blood cells are constantly dividing so chemo goes after them and they can’t replicate as fast as we need. This is part of the reason why patients are out of breath (not the only reason but plays a part) red blood cells carry oxygen if we don’t have enough to supply body we get short of breath at times. They usually won’t transfuse unless hemoglobin falls below 7 or if you are symptomatic.,2019-08-13 0:00:00,Facebook
39,Does anyone else's spouse with the cancer complain of being cold all the time? Even in 95 degree weather.,"My mom did. Turned out she had thyroid issues as well as low blood pressure. Once they got that stabilized, she wasn’t cold all the time anymore.",2019-08-20 0:00:00,Facebook
39,Does anyone else's spouse with the cancer complain of being cold all the time? Even in 95 degree weather.,Mom feels cold. Her blood pressure and red blood cells are reduced by chemo...so she doesn't feel the heat and is always cold.,2019-08-20 0:00:00,Facebook
39,Does anyone else's spouse with the cancer complain of being cold all the time? Even in 95 degree weather.,Yes. Some chemo treatments can cause anemia and the body tends to be cold when this happens.,2019-08-20 0:00:00,Facebook
40,"hi all. quick question. Robert had his first chemo last Wednesday and like so many the 3rd and 4th day had him literally in tears. he has some injuries they said would make it more painful for him, bone pain. so yesterday had labs and consult with oncologist and again like many his white blood count went down so this next round she wants to give him neulasta. bummer side effect is ""bone pain"". can you let me know if you experienced this. its gonna be rough.",Chemo was terrible. But Neulasta was way more painful. Claritan seemed to help some with the pain. But only time took it completely away.,2019-06-19 0:00:00,Facebook
40,"hi all. quick question. Robert had his first chemo last Wednesday and like so many the 3rd and 4th day had him literally in tears. he has some injuries they said would make it more painful for him, bone pain. so yesterday had labs and consult with oncologist and again like many his white blood count went down so this next round she wants to give him neulasta. bummer side effect is ""bone pain"". can you let me know if you experienced this. its gonna be rough.","My mom takes Neulasta after her treatments and noted a little bit of bone pain in a calf a couple of days after the first one and then some shoulder pain. Both have since gone away (or maybe she’s focusing on the other side effects?) and she hasn’t reported any issues after the second treatment. Her bloodwork 1-2 weeks after treatment (she goes every 3 weeks) has been good as well, so the Neulasta does what it is supposed to do.",2019-06-19 0:00:00,Facebook
40,"hi all. quick question. Robert had his first chemo last Wednesday and like so many the 3rd and 4th day had him literally in tears. he has some injuries they said would make it more painful for him, bone pain. so yesterday had labs and consult with oncologist and again like many his white blood count went down so this next round she wants to give him neulasta. bummer side effect is ""bone pain"". can you let me know if you experienced this. its gonna be rough.",Bone pain was my husband’s problem too. Managed through his medication. Back surgery and hip problems. Pain management Dr. Helped him.,2019-06-19 0:00:00,Facebook
40,"hi all. quick question. Robert had his first chemo last Wednesday and like so many the 3rd and 4th day had him literally in tears. he has some injuries they said would make it more painful for him, bone pain. so yesterday had labs and consult with oncologist and again like many his white blood count went down so this next round she wants to give him neulasta. bummer side effect is ""bone pain"". can you let me know if you experienced this. its gonna be rough.",The oncology nurse told my mom to take 1 claritin right after the neulasta and it would help with the bone pain. She still had some but it did help. You might ask the dr. about it.,2019-06-19 0:00:00,Facebook
40,"hi all. quick question. Robert had his first chemo last Wednesday and like so many the 3rd and 4th day had him literally in tears. he has some injuries they said would make it more painful for him, bone pain. so yesterday had labs and consult with oncologist and again like many his white blood count went down so this next round she wants to give him neulasta. bummer side effect is ""bone pain"". can you let me know if you experienced this. its gonna be rough.",My husband and I have been married 33 years also. The metastasis to his bones have been much worse than any symptom from the lungs. The neupogen to raise white blood cell count did cause bone pain. It usually lasted 3 days with the middle one being the worst. It is important to rest. My husband was already in lots of pain meds so we didn’t try anything else. He liked his ice packs and CBD ointment.,2019-06-19 0:00:00,Facebook
40,"hi all. quick question. Robert had his first chemo last Wednesday and like so many the 3rd and 4th day had him literally in tears. he has some injuries they said would make it more painful for him, bone pain. so yesterday had labs and consult with oncologist and again like many his white blood count went down so this next round she wants to give him neulasta. bummer side effect is ""bone pain"". can you let me know if you experienced this. its gonna be rough.",My husband had some bone pain after his first neulasta shot. It went away after a couple days.,2019-06-19 0:00:00,Facebook
41,My sister has had one chemo TX for stage 4 lung cancer. she went in for blood work today and was told she had a low white blood count and won't be able to have her scheduled Chemo TX tomorrow. Does anyone have experience or insight into this? She has app tomorrow with her Dr. But I am a nervous nelly and would like more insight from all of you,My husband with stage 4 nsclc his hemocrit got low and he had to have a transfusion. But that is red blood count so Idk about low white count,2018-02-19 0:00:00,Facebook
41,My sister has had one chemo TX for stage 4 lung cancer. she went in for blood work today and was told she had a low white blood count and won't be able to have her scheduled Chemo TX tomorrow. Does anyone have experience or insight into this? She has app tomorrow with her Dr. But I am a nervous nelly and would like more insight from all of you,It's a normal effect of treatment. My mom always got the nuelasta shot after treatments to help bring it up.,2018-02-19 0:00:00,Facebook
41,My sister has had one chemo TX for stage 4 lung cancer. she went in for blood work today and was told she had a low white blood count and won't be able to have her scheduled Chemo TX tomorrow. Does anyone have experience or insight into this? She has app tomorrow with her Dr. But I am a nervous nelly and would like more insight from all of you,"Same happened to my mother, they just don't give the chemo and don't give any options.",2018-02-19 0:00:00,Facebook
41,My sister has had one chemo TX for stage 4 lung cancer. she went in for blood work today and was told she had a low white blood count and won't be able to have her scheduled Chemo TX tomorrow. Does anyone have experience or insight into this? She has app tomorrow with her Dr. But I am a nervous nelly and would like more insight from all of you,"Gotta wait til white cell count goes up.....don't worry, it will. Remember chemo wipes out everything💔",2018-02-19 0:00:00,Facebook
42,My husband was told his red blood count is low. At a 8. If it gets to 7.5 they will do a blood transfusion. Anyone else experience this with chemo ?,Yes my dad has had 3 transfusions so far...,2018-06-16 0:00:00,Facebook
42,My husband was told his red blood count is low. At a 8. If it gets to 7.5 they will do a blood transfusion. Anyone else experience this with chemo ?,we where told if it's an 8 u get transfusion,2018-06-16 0:00:00,Facebook
42,My husband was told his red blood count is low. At a 8. If it gets to 7.5 they will do a blood transfusion. Anyone else experience this with chemo ?,"Yes and be prepared to stay. My husband had to have 2 units, it took hours!",2018-06-16 0:00:00,Facebook
42,My husband was told his red blood count is low. At a 8. If it gets to 7.5 they will do a blood transfusion. Anyone else experience this with chemo ?,Definitely an all day deal! He will feel much better after though,2018-06-16 0:00:00,Facebook
42,My husband was told his red blood count is low. At a 8. If it gets to 7.5 they will do a blood transfusion. Anyone else experience this with chemo ?,My mom had many after chemo. He’ll feel much better after the transfusion.,2018-06-16 0:00:00,Facebook
42,My husband was told his red blood count is low. At a 8. If it gets to 7.5 they will do a blood transfusion. Anyone else experience this with chemo ?,"Yes, it's somewhat common while on chemo. I had 2 transfusions. The chemo likes to play with all of our blood counts. Low electrolytes are normal too, drink Gatorade or Powerades.",2018-06-16 0:00:00,Facebook
43,Question?! Does anyone know the blood levels? Like at what blood count is a transfusion needed? I can’t find my notes,Usually 8 is what we were told with my mother inlaw,2019-09-12 0:00:00,Facebook
43,Question?! Does anyone know the blood levels? Like at what blood count is a transfusion needed? I can’t find my notes,My dr transfused below 8. Normal is 13,2019-09-12 0:00:00,Facebook
43,Question?! Does anyone know the blood levels? Like at what blood count is a transfusion needed? I can’t find my notes,My mom's doctor said he would transfuse around a 7. She has been at 8.0 and 7.9 her last two treatments and holding.,2019-09-12 0:00:00,Facebook
43,Question?! Does anyone know the blood levels? Like at what blood count is a transfusion needed? I can’t find my notes,When I worked in the lab the threshold for transfusion was hemoglobin below 8 grams/dL or a hematocrit below 24%,2019-09-12 0:00:00,Facebook
44,"Today’s appointment with mom has lead to more questions vs answers. She has a terrible rash all over her body (which she failed to show me over a 2 week period) and said her skin was extremely itchy but when I looked it was clear. Today she told me her back was very itchy and needs the doctor to address her rash. I asked what rash she said the one on her back, legs and bum. I looked at her back and it’s horrible! She had lesions in the last on her skin when she was diagnosed with the cancer and although it didn’t look exactly like that it’s very wide spread and covers her back from the bra line down and it’s on the back of her legs as well. Opdivo was put on hold and Steroids have been administered. The oncologist wasn’t in today but the PA said that it’s possible another treatment may need to be considered. I am pretty sure my mom will not do anything else after this if the immunotherapy is stopped. Scans set up for next Friday to see if the 4 rounds she got did anything.","Dawn M Opitz I had the same reaction after Opdivo. Hives from head to toe. It was awful, painful and extremely itchy. The steroids helped. My doc cancelled all treatments until the hives went away. I just had another treatment and NO RASH. My onc said it usually only happens once. Benedryl could be helpful as well. Good luck",2018-03-07 0:00:00,Facebook
44,"Today’s appointment with mom has lead to more questions vs answers. She has a terrible rash all over her body (which she failed to show me over a 2 week period) and said her skin was extremely itchy but when I looked it was clear. Today she told me her back was very itchy and needs the doctor to address her rash. I asked what rash she said the one on her back, legs and bum. I looked at her back and it’s horrible! She had lesions in the last on her skin when she was diagnosed with the cancer and although it didn’t look exactly like that it’s very wide spread and covers her back from the bra line down and it’s on the back of her legs as well. Opdivo was put on hold and Steroids have been administered. The oncologist wasn’t in today but the PA said that it’s possible another treatment may need to be considered. I am pretty sure my mom will not do anything else after this if the immunotherapy is stopped. Scans set up for next Friday to see if the 4 rounds she got did anything.","My husband got a rash after his 9th Keytruda treatment, but neglected to tell anyone until after his 10th treatment. He also was put on steroids to clear it up. He had scans on Monday and we were told today that he has seen a 70% shrinkage. They will start treatments again on the 21st. We are so excited.",2018-03-07 0:00:00,Facebook
45,Moms rash is coming back... 2 punch biopsies and we still don’t know what it is... in rehab right now trying to build her strength up. She was dehydrated and in pain... still in pain. Found out she has osteoarthritis to go with everything else.,"that looks like what is called an acneiform rash. My mom currently has something similar from a clinical trial drug. Ask your oncologist for a referral to a dermatologist who specializes in this type of rash. My mom’s is actually much worse, so they are manageable... need to get her to the right docs to treat it though!",2019-03-02 0:00:00,Facebook
46,My husband has stage 4 non-small cell lung cancer. He is on Keytruda but is having side effects. He is covered in a rash and nothing seems to stop the itching. His cancer doctor is starting him on a Systemic Steroid along with his Keytruda. Can anyone tell me anything about this?,I got the rash from keytruda dr gave me high dose of prednisone and use cordazon cream it helps alot,2019-10-15 0:00:00,Facebook
47,"hi. i want to ask if anyone has developed these type of rashes?

finished 2nd chemo treatment about a week ago. he says it is painful and feel like it is burning.",Yes shingles and they can give you gabapentin to help with the pain. I have never seen them on feet either. Is it only on one side of his body?,2019-09-07 0:00:00,Facebook
47,"hi. i want to ask if anyone has developed these type of rashes?

finished 2nd chemo treatment about a week ago. he says it is painful and feel like it is burning.",Very classic looking shingles it takes a very long time to go through the cycle so please see a Dr. There are anti virals on the market he can get prescribed that will help speed the process. This can get painful since it’s on a nerve path. Since it’s a weekend if you don’t have a Dr. available go to a pharmacy and ask for Domeboro soak and mix it up and soak old white t shirt strips in it then apply to the foot. This might help dry out the lesions and relieve some of the pain but he will probably need stronger medicine for that. Rest is a must he is run down and immune suppressed.,2019-09-07 0:00:00,Facebook
48,"Anybody had a major skin rash, like head to toe, itching, bumps and red after immunotherapies Opdivo and Yervoy?

And oral steroids are not helping ","I did when I was allergic to chemo. If at all possible get a punch biopsy at a dermatologist, that was the ONLY way I got diagnosed. I went to the ER and was sent home. I went to a dermatologist and was adt. I had a rare reaction called Erythema Multiforme. It had to run its course, I took multiple steroids, oral, topical and injectable. Nothing helped. It took about 6 weeks to resolve.",2019-03-11 0:00:00,Facebook
48,"Anybody had a major skin rash, like head to toe, itching, bumps and red after immunotherapies Opdivo and Yervoy?

And oral steroids are not helping ", I have the opdivo /yervoy rash and itching. I've found that Benadryl itch cooling spray works good for it,2019-03-11 0:00:00,Facebook
49,What are your recommendations to treat and soothe radiation rash on chest,My husband’s dr recommended Aquafor he used it every day even if he did not think he needed it. He didn’t have any issues.,2019-03-11 0:00:00,Facebook
50,"btw I asked Joyce(and hubby) in advance of posting pics
Happy Monday everyone. Hubby is 1.5 weeks post whole brain radiation. Gonna post some pics. Please advise if anyone has been thru this or if anyone has advice. His head hurts like the worst sunburn ever. Throat hurts. Ears inside and out hurt 1st 3 are from a few days ago. The rest are just a few minutes ago.
Any suggestions on anything otc to make him feel less pain would be appreciated
His hair started comeing out about session 6. He had a total of 12","The dr gave mom a prescription for a concoction of liquid Malox, liquid lidocaine and liquid Benadryl and called it ""manic mouthwash"" (no gargle) used it about 10 min before eating and it really helped her throat.",2019-07-29 0:00:00,Facebook
50,"btw I asked Joyce(and hubby) in advance of posting pics
Happy Monday everyone. Hubby is 1.5 weeks post whole brain radiation. Gonna post some pics. Please advise if anyone has been thru this or if anyone has advice. His head hurts like the worst sunburn ever. Throat hurts. Ears inside and out hurt 1st 3 are from a few days ago. The rest are just a few minutes ago.
Any suggestions on anything otc to make him feel less pain would be appreciated
His hair started comeing out about session 6. He had a total of 12",The hospital gave me some type of ointment to put on my chest when I was having radiation after they took my lung out. It was almost in the consistency of Vaseline.,2019-07-29 0:00:00,Facebook
51,"Hello all...always sending my best to the members of this group, as it’s an incredibly tough journey. Has anyone made a decision to stop radiation due to the esophageal/chest pain? My sister completed three weeks of RT and is now at the end of a four week break. She had an Endoscopy done to be sure there wasn’t something else contributing to the pain, which she describes as horrific GERD all the time. It’s not so much a sore throat, that can be treated with Magic Mouthwash, which she uses...it’s a deeper pain, similar to acid reflux/heartburn X’s 100 I presume. She also uses Carafate, which provides little relief. The Endoscopy showed her esophagus is inflamed, irritated, and bleeding a little, which he feels is all due to radiation. Her Radiation Oncologist believes if it was due to radiation it should already be improving. This has left her in a quandary of making a personal decision about moving forward with radiation treatments...deciding whether the benefits outweigh the very painful side effects. We understand the lymph nodes they’re treating are so close to her esophagus, there’s no hitting one without the other. She’s beginning to wonder if she’ll ever get any true relief. Any advice from personal experience would be greatly appreciated. Thank you in advance",My husband had the same issue but his endoscopy found candida yeast infection that was causing the rawness and soreness. He never had any sores or thrush in his mouth but the magic mouthwash helped ease the pain in his esophagus. He finally overcame it by taking diflucan and time. It was bad watching him in pain and unable to swallow much or eat. Prayers to you.,2018-10-20 0:00:00,Facebook
51,"Hello all...always sending my best to the members of this group, as it’s an incredibly tough journey. Has anyone made a decision to stop radiation due to the esophageal/chest pain? My sister completed three weeks of RT and is now at the end of a four week break. She had an Endoscopy done to be sure there wasn’t something else contributing to the pain, which she describes as horrific GERD all the time. It’s not so much a sore throat, that can be treated with Magic Mouthwash, which she uses...it’s a deeper pain, similar to acid reflux/heartburn X’s 100 I presume. She also uses Carafate, which provides little relief. The Endoscopy showed her esophagus is inflamed, irritated, and bleeding a little, which he feels is all due to radiation. Her Radiation Oncologist believes if it was due to radiation it should already be improving. This has left her in a quandary of making a personal decision about moving forward with radiation treatments...deciding whether the benefits outweigh the very painful side effects. We understand the lymph nodes they’re treating are so close to her esophagus, there’s no hitting one without the other. She’s beginning to wonder if she’ll ever get any true relief. Any advice from personal experience would be greatly appreciated. Thank you in advance",I stopped RT for the same reason. Took weeks to resolve but not completely. Still have swallowing issues. Will not do RT again. Finished Chemo & now getting Immunotherapy.,2018-10-20 0:00:00,Facebook
52,"Mom completed her chemo/radiation for stage 3 small cell Mets to mediastinal lymph nodes 6 weeks ago, she went through being so sick, chest and throat so sore she could hardly swallow..bout 2 weeks ago the soreness in her esophagus finally went away her belly pain is still there ...now the past week she’s been so weak, especially her legs, and very very tired..today she told me she’s coughing up blood again..I just have a bad feeling that her treatment didn’t work...this is her second bout with lung cancer in 3 years..her 1st follow up with her radiation oncologist is tomorrow, and her regular oncologist is this coming Friday..I don’t think coughing up blood is normal, has this happened to anyone ..post treatment?",My fiance cough up bleed after his treatment. We took him to the er. They couldn't find it coming from anywhere. We visited the radiologist and he told us that it was the cancer dying.,2019-06-30 0:00:00,Facebook
53,"Hi everyone♡ my dad just had a biopsy and endobronchial ultrasound today. He says his throat is sore - what can he have to get some relief?

He has a full body pet scan tomorrow so I know he needs to be on a restricted diet - no throat lozenges or anything.. would love some suggestions. Thank you",What about the throat spray. Normally deadens throat. ask oncologist if you can use it,2019-04-25 0:00:00,Facebook
54,What advice do you have for someone who is scared of beginning radiation and chemo? My mom has been crying all day knowing the side effects and worrying about her throat being sore and not being able to swallow and eat. She is already a little little lady. She is worried about losing weight too.,"Yes, aloe drink at the ready, home made is even better. There are also many medications to counteract the side effects if they're really bad. Some people have a really rough time, others aren't affected much.",2018-12-20 0:00:00,Facebook
55,What helps with throat pain from radiation? He was given a prescription for a rinse w lidocaine but it's not helping.,Triple mix or Miracle mouthwash-it’s called both & really helps. Tastes a bit nasty but numbs your mouth & throat well.,2018-12-21 0:00:00,Facebook
